Date,M2MS,FedFundsRate,CPI
2015-07-01,12058.4,0.13032258064516100000,2.1414477
2015-08-01,12109.5,0.13806451612903200000,2.1802398
2015-09-01,12164.5,0.13600000000000000000,2.279431
2015-10-01,12196.8,0.12354838709677400000,2.3462109
2015-11-01,12286.0,0.11766666666666700000,2.4052606
2015-12-01,12344.0,0.24064516129032300000,2.4436874
2016-01-01,12470.0,0.34290322580645200000,2.4667222
2016-02-01,12545.6,0.37517241379310300000,2.5442092
2016-03-01,12609.7,0.36225806451612900000,2.531878
2016-04-01,12698.4,0.36533333333333300000,2.537996
2016-05-01,12765.6,0.36516129032258100000,2.5711572
2016-06-01,12831.9,0.37766666666666700000,2.5689022
2016-07-01,12892.0,0.39161290322580600000,2.5758512
2016-08-01,12978.2,0.39677419354838700000,2.7228064
2016-09-01,13037.9,0.39633333333333300000,2.6321032
2016-10-01,13105.4,0.39645161290322600000,2.5095184
2016-11-01,13176.5,0.40666666666666700000,2.5258013
2016-12-01,13209.6,0.54000000000000000000,2.594944
2017-01-01,13282.7,0.64967741935483900000,2.661562
2017-02-01,13351.4,0.65678571428571400000,2.67446
2017-03-01,13420.6,0.78612903225806500000,2.453344
2017-04-01,13482.9,0.89600000000000000000,2.25217
2017-05-01,13534.8,0.90741935483871000000,2.155911
2017-06-01,13558.9,1.0400000000000000,2.13853
